web-scraper-order,web-scraper-start-url,festival_liste,festival_liste-href,Status,Datum,Datum_Plz_Ort_Addresse_Land,Title,Inhalt,Artist,Links,Links-href
"1591796809-4301","https://www.festivalplaner.de/festivals","Haldern Pop","https://www.festivalplaner.de/festival/haldern-pop","ABGESAGT","06.08. - 08.08.2020","06.08. - 08.08.2020 noch 57 Tage

                    46459 - Rees-Haldern (Niederrhein)

                    Reitwiese

                    Deutschland","","","Girl Band","",""
"1591796934-4825","https://www.festivalplaner.de/festivals","Balaton Sound","https://www.festivalplaner.de/festival/balaton-sound","ABGESAGT","08.07. - 12.07.2020","08.07. - 12.07.2020 noch 28 Tage

                    8621 - Zamárdi

                    Plattensee (Balaton)

                    Ungarn","","","Jonas Blue","",""
"1591796932-4796","https://www.festivalplaner.de/festivals","Exit Festival","https://www.festivalplaner.de/festival/exit-festival","null","09.07. - 12.07.2020","09.07. - 12.07.2020 noch 29 Tage

                    21000 - Novi Sad

                    Festung Petrovaradin

                    Serbien/Montenegro","","","Metronomy","",""
"1591796461-2846","https://www.festivalplaner.de/festivals","Open Flair","https://www.festivalplaner.de/festival/open-flair","null","11.08. - 15.08.2021","11.08. - 15.08.2021 noch 427 Tage

                    37269 - Eschwege

                    Auf dem Werdchen

                    Deutschland","","","Steve N Seagulls","",""
"1591796694-3866","https://www.festivalplaner.de/festivals","SummerDays Festival Arbon","https://www.festivalplaner.de/festival/summerdays-festival-arbon","ABGESAGT","28.08. - 29.08.2020","28.08. - 29.08.2020 noch 79 Tage

                    9320 - Arbon

                    Quaianlagen Arbon

                    Schweiz","","","Jethro Tull","",""
"1591796724-3955","https://www.festivalplaner.de/festivals","Obstwiesenfestival","https://www.festivalplaner.de/festival/obstwiesenfestival","null","20.08. - 22.08.2020","20.08. - 22.08.2020 noch 71 Tage

                    89160 - Dornstadt

                    Festivalgelände Lerchenberg

                    Deutschland","","","Caspian","",""
"1591796698-3914","https://www.festivalplaner.de/festivals","Waldfrieden Wonderland","https://www.festivalplaner.de/festival/waldfrieden-wonderland","null","27.08. - 30.08.2020","27.08. - 30.08.2020 noch 78 Tage

                    32351 - Wehdem

                    Festivalgelände

                    Deutschland","","","Mondero","",""
"1591796675-3741","https://www.festivalplaner.de/festivals","Impericon Oberhausen","https://www.festivalplaner.de/festival/impericon-oberhausen","null","05.09.2020","05.09.2020 noch 87 Tage

                    46047 - Oberhausen

                    Turbinenhalle

                    Deutschland","","","Watch Out Stampede!","",""
"1591796463-2878","https://www.festivalplaner.de/festivals","Punk Rock Holiday","https://www.festivalplaner.de/festival/punk-rock-holiday","null","09.08. - 13.08.2021","09.08. - 13.08.2021 noch 425 Tage

                    5220 - Tolmin

                    Tolmin

                    Slowenien","","","Nofnog","",""
"1591796494-2947","https://www.festivalplaner.de/festivals","Solar Weekend","https://www.festivalplaner.de/festival/solar-weekend","null","29.07. - 01.08.2021","29.07. - 01.08.2021 noch 414 Tage

                    6041 - Roermond

                    De Weerd 1

                    Niederlande","Kontakt","Webseite","","Webseite","http://solarweekend.com/"
"1591796568-3335","https://www.festivalplaner.de/festivals","Rock am Ring","https://www.festivalplaner.de/festival/rock-am-ring","null","11.06. - 13.06.2021","11.06. - 13.06.2021 noch 366 Tage

                    53520 - Nürburg

                    Nürburgring

                    Deutschland","","","Green Day","",""
"1591796909-4613","https://www.festivalplaner.de/festivals","Blasius","https://www.festivalplaner.de/festival/blasius","null","17.07. - 19.07.2020","17.07. - 19.07.2020 noch 37 Tage

                    86742 - Fremdingen

                    Grünhofwiesen

                    Deutschland","","","Almdudler","",""
"1591796584-3372","https://www.festivalplaner.de/festivals","Stoabeatz","https://www.festivalplaner.de/festival/stoabeatz","null","03.06. - 05.06.2021","03.06. - 05.06.2021 noch 358 Tage

                    6344 - Walchsee

                    Walchsee Südufer

                    Österreich","Info-Hotline:","Info-Hotline:  +43 (0)664 2539735

                                                    Webseite

                            info@stoabeatz.at","","Webseite","http://www.stoabeatz.at/"
"1591796510-3011","https://www.festivalplaner.de/festivals","Deichbrand","https://www.festivalplaner.de/festival/deichbrand","null","15.07. - 18.07.2021","15.07. - 18.07.2021 noch 400 Tage

                    27472 - Cuxhaven

                    Seeflughafen Cuxhaven

                    Deutschland","Camping","vorhanden","","null",""
"1591796463-2885","https://www.festivalplaner.de/festivals","Punk Rock Holiday","https://www.festivalplaner.de/festival/punk-rock-holiday","null","09.08. - 13.08.2021","09.08. - 13.08.2021 noch 425 Tage

                    5220 - Tolmin

                    Tolmin

                    Slowenien","","","The Rocket","",""
"1591796809-4306","https://www.festivalplaner.de/festivals","Haldern Pop","https://www.festivalplaner.de/festival/haldern-pop","ABGESAGT","06.08. - 08.08.2020","06.08. - 08.08.2020 noch 57 Tage

                    46459 - Rees-Haldern (Niederrhein)

                    Reitwiese

                    Deutschland","","","The Murder Capital","",""
"1591796873-4560","https://www.festivalplaner.de/festivals","Sommer in Altona","https://www.festivalplaner.de/festival/sommer-in-altona","null","23.07. - 26.08.2020","23.07. - 26.08.2020 noch 43 Tage

                    22767 - Hamburg

                    Nobistor

                    Deutschland","","","Eve Owen","",""
"1591796936-4869","https://www.festivalplaner.de/festivals","Campen in Hain","https://www.festivalplaner.de/festival/campen-in-hain","ABGESAGT","03.07. - 04.07.2020","03.07. - 04.07.2020 noch 23 Tage

                    56651 - Hain - Niederdürenbach

                    Hainer Sportplatz

                    Deutschland","","","Kaptain Kaizen","",""
"1591796811-4325","https://www.festivalplaner.de/festivals","Winterthurer Musikfestwochen","https://www.festivalplaner.de/festival/winterthurer-musikfestwochen","ABGESAGT","05.08. - 16.08.2020","05.08. - 16.08.2020 noch 56 Tage

                    8400 - Winterthur

                    Altstadt

                    Schweiz","","","Black Country New Road","",""
"1591796449-2705","https://www.festivalplaner.de/festivals","Highfield","https://www.festivalplaner.de/festival/highfield","VERLEGT","13.08. - 15.08.2021","13.08. - 15.08.2021 noch 429 Tage

                    04463 - Großpösna

                    Störmthaler See

                    Deutschland","","","Eskimo Callboy","",""
"1591796554-3178","https://www.festivalplaner.de/festivals","Southside","https://www.festivalplaner.de/festival/southside","VERLEGT","18.06. - 20.06.2021","18.06. - 20.06.2021 noch 373 Tage

                    78579 - Neuhausen ob Eck

                    Gewerbepark ""Take Off""

                    Deutschland","Camping","vorhanden","","null",""
"1591796630-3488","https://www.festivalplaner.de/festivals","Sbäm Fest","https://www.festivalplaner.de/festival/sbaem-fest","null","31.10.2020","31.10.2020 noch 143 Tage

                    AT-4600 - Wels

                    Alter Schlachthof

                    Österreich","","","Less Than Jake","",""
"1591797001-5078","https://www.festivalplaner.de/festivals","Limestone Festival","https://www.festivalplaner.de/festival/limestone-festival","ABGESAGT","13.06. - 14.06.2020","13.06. - 14.06.2020 noch 3 Tage

                    85368 - Moosburg

                    Moosburg

                    Deutschland","","","Joey Bada$$","",""
"1591797001-5077","https://www.festivalplaner.de/festivals","Limestone Festival","https://www.festivalplaner.de/festival/limestone-festival","ABGESAGT","13.06. - 14.06.2020","13.06. - 14.06.2020 noch 3 Tage

                    85368 - Moosburg

                    Moosburg

                    Deutschland","","","French Montana","",""
"1591796636-3524","https://www.festivalplaner.de/festivals","iFAN MUSIK-FESTIVAL","https://www.festivalplaner.de/festival/ifan-musik-festival","null","26.09.2020","26.09.2020 noch 108 Tage

                    48153 - Münster

                    Skaters Palace

                    Deutschland","","","Primetime","",""
"1591796934-4843","https://www.festivalplaner.de/festivals","Balaton Sound","https://www.festivalplaner.de/festival/balaton-sound","ABGESAGT","08.07. - 12.07.2020","08.07. - 12.07.2020 noch 28 Tage

                    8621 - Zamárdi

                    Plattensee (Balaton)

                    Ungarn","","","Lost Frequencies","",""
"1591796805-4276","https://www.festivalplaner.de/festivals","Finkenbach Festival","https://www.festivalplaner.de/festival/finkenbach-festival","null","07.08. - 09.08.2020","07.08. - 09.08.2020 noch 58 Tage

                    64757 - Rothenberg

                    Festivalgelände

                    Deutschland","","","Leadbelly Calls","",""
"1591796973-4935","https://www.festivalplaner.de/festivals","Full Force","https://www.festivalplaner.de/festival/full-force","ABGESAGT","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Dawn Ray'd","",""
"1591796914-4650","https://www.festivalplaner.de/festivals","Melt! Festival","https://www.festivalplaner.de/festival/melt-festival","ABGESAGT","17.07. - 19.07.2020","17.07. - 19.07.2020 noch 37 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","KeKe","",""
"1591796566-3331","https://www.festivalplaner.de/festivals","Rock im Park","https://www.festivalplaner.de/festival/rock-im-park","null","11.06. - 13.06.2021","11.06. - 13.06.2021 noch 366 Tage

                    90402 - Nürnberg

                    Zeppelinfeld

                    Deutschland","","","System Of A Down","",""
"1591796926-4733","https://www.festivalplaner.de/festivals","Fabville","https://www.festivalplaner.de/festival/fabville","ABGESAGT","15.07. - 17.07.2020","15.07. - 17.07.2020 noch 35 Tage

                    95469 - Speichersdorf

                    Festival Area Speichersdorf

                    Deutschland","Camping","15 Euro","","null",""
"1591796667-3647","https://www.festivalplaner.de/festivals","Impericon Zürich","https://www.festivalplaner.de/festival/impericon-zuerich","null","11.09.2020","11.09.2020 noch 93 Tage

                    8005 - Zürich

                    Xtra

                    Schweiz","","","Lionheart","",""
"1591796539-3134","https://www.festivalplaner.de/festivals","Vainstream Rockfest","https://www.festivalplaner.de/festival/vainstream-rockfest","null","26.06.2021","26.06.2021 noch 381 Tage

                    48143 - Münster

                    Hawerkamp-Gelände

                    Deutschland","","","Bury Tomorrow","",""
"1591796973-4937","https://www.festivalplaner.de/festivals","Full Force","https://www.festivalplaner.de/festival/full-force","ABGESAGT","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Dying Fetus","",""
"1591796790-4148","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","","","Carbon Killer","",""
"1591796924-4680","https://www.festivalplaner.de/festivals","Electric Castle","https://www.festivalplaner.de/festival/electric-castle","null","15.07. - 19.07.2020","15.07. - 19.07.2020 noch 35 Tage

                    407105 - Cluj-Napoca

                    Banffy Castle

                    Rumänien","","","Bicep","",""
"1591796490-2936","https://www.festivalplaner.de/festivals","Rock im Wald","https://www.festivalplaner.de/festival/rock-im-wald","VERLEGT","30.07. - 31.07.2021","30.07. - 31.07.2021 noch 415 Tage

                    96247 - Neuensee bei Lichtenfels

                    Waldstadion VFB Neuensee, Sportplatzstrasse 16

                    Deutschland","Besucher","ca. 1.500","","null",""
"1591796547-3169","https://www.festivalplaner.de/festivals","Jera On Air","https://www.festivalplaner.de/festival/jera-on-air","null","24.06. - 26.06.2021","24.06. - 26.06.2021 noch 379 Tage

                    5813 EB - Ysselsteyn

                    Festivalgelände

                    Niederlande","Besucher","ca. 2.000","","null",""
"1591796667-3648","https://www.festivalplaner.de/festivals","Impericon Zürich","https://www.festivalplaner.de/festival/impericon-zuerich","null","11.09.2020","11.09.2020 noch 93 Tage

                    8005 - Zürich

                    Xtra

                    Schweiz","","","Neaera","",""
"1591796473-2911","https://www.festivalplaner.de/festivals","Brass Wiesn","https://www.festivalplaner.de/festival/brass-wiesn","null","05.08. - 08.08.2021","05.08. - 08.08.2021 noch 421 Tage

                     - 

                    

                    Deutschland","Kontakt","Webseite","","Webseite","http://www.brasswiesn.de/"
"1591796729-3983","https://www.festivalplaner.de/festivals","Baltic Open Air","https://www.festivalplaner.de/festival/baltic-open-air","ABGESAGT","20.08. - 22.08.2020","20.08. - 22.08.2020 noch 71 Tage

                    24884 - Busdorf

                    Am Königshügel - Wikingerland Haddeby

                    Deutschland","","","Harpyie","",""
"1591796868-4547","https://www.festivalplaner.de/festivals","Appletree Garden","https://www.festivalplaner.de/festival/appletree-garden","AUSVERKAUFT","30.07. - 01.08.2020","30.07. - 01.08.2020 noch 50 Tage

                    49356 - Diepholz-Lüdersbusch

                    Bürgerpark-Lüderbusch

                    Deutschland","","","The Lips","",""
"1591796690-3854","https://www.festivalplaner.de/festivals","Golden Leaves Festival","https://www.festivalplaner.de/festival/golden-leaves-festival","null","29.08. - 30.08.2020","29.08. - 30.08.2020 noch 80 Tage

                    64289 - Darmstadt

                    Schlosspark Kranichstein

                    Deutschland","","","James Vincent McMorrow","",""
"1591796809-4296","https://www.festivalplaner.de/festivals","Haldern Pop","https://www.festivalplaner.de/festival/haldern-pop","ABGESAGT","06.08. - 08.08.2020","06.08. - 08.08.2020 noch 57 Tage

                    46459 - Rees-Haldern (Niederrhein)

                    Reitwiese

                    Deutschland","","","Buntspecht","",""
"1591796595-3398","https://www.festivalplaner.de/festivals","Festival ohne Bands","https://www.festivalplaner.de/festival/festival-ohne-bands","null","21.05. - 24.05.2021","21.05. - 24.05.2021 noch 345 Tage

                    88525 - Hailtingen

                    Festival ohne Bands Platz

                    Deutschland","Camping","ja","","null",""
"1591796973-4949","https://www.festivalplaner.de/festivals","Full Force","https://www.festivalplaner.de/festival/full-force","ABGESAGT","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Imminence","",""
"1591796930-4768","https://www.festivalplaner.de/festivals","Wireless","https://www.festivalplaner.de/festival/wireless","ABGESAGT","10.07. - 11.07.2020","10.07. - 11.07.2020 noch 30 Tage

                    60486 - Frankfurt am Main

                    Alter Rebstockpark

                    Deutschland","","","Trettmann","",""
"1591796619-3442","https://www.festivalplaner.de/festivals","Baltic Soul Weekender","https://www.festivalplaner.de/festival/baltic-soul-weekender","null","23.04. - 25.04.2021","23.04. - 25.04.2021 noch 317 Tage

                    23758 - Wangels

                    Weissenhäuser Strand

                    Deutschland","","","Tito Puente Jr.","",""
"1591796932-4808","https://www.festivalplaner.de/festivals","Exit Festival","https://www.festivalplaner.de/festival/exit-festival","null","09.07. - 12.07.2020","09.07. - 12.07.2020 noch 29 Tage

                    21000 - Novi Sad

                    Festung Petrovaradin

                    Serbien/Montenegro","","","She Past Away","",""
"1591796611-3426","https://www.festivalplaner.de/festivals","Camping Battleground","https://www.festivalplaner.de/festival/camping-battleground","null","13.05. - 16.05.2021","13.05. - 16.05.2021 noch 337 Tage

                    86732 - Oettingen

                    Festivalgelände Nittingen

                    Deutschland","Kontakt","Webseite","","Webseite","http://www.camping-battleground-festival.de/"
"1591796805-4272","https://www.festivalplaner.de/festivals","Finkenbach Festival","https://www.festivalplaner.de/festival/finkenbach-festival","null","07.08. - 09.08.2020","07.08. - 09.08.2020 noch 58 Tage

                    64757 - Rothenberg

                    Festivalgelände

                    Deutschland","","","Arthur Kay & The Clerks","",""
"1591796564-3325","https://www.festivalplaner.de/festivals","Booze Cruise Festival","https://www.festivalplaner.de/festival/booze-cruise-festival","null","11.06. - 13.06.2021","11.06. - 13.06.2021 noch 366 Tage

                    20359 - Hamburg

                    Hamburger Hafen

                    Deutschland","Tickets","96€                                       » Tickets kaufen","","» Tickets kaufen","http://www.hamburg.boozecruise.de/tickets-merch/"
"1591796684-3772","https://www.festivalplaner.de/festivals","Pell-Mell Festival","https://www.festivalplaner.de/festival/pell-mell-festival-1","null","04.09. - 05.09.2020","04.09. - 05.09.2020 noch 86 Tage

                    56414 - Obererbach

                    Festivalgelände, Hauptstraße 1

                    Deutschland","","","Banjoory","",""
"1591796790-4128","https://www.festivalplaner.de/festivals","Summer Breeze","https://www.festivalplaner.de/festival/summer-breeze","null","12.08. - 15.08.2020","12.08. - 15.08.2020 noch 63 Tage

                    91550 - Dinkelsbühl

                    Flugplatz Dinkelsbühl-Sinbronn

                    Deutschland","Besucher","ca. 45.000","","null",""
"1591796991-5068","https://www.festivalplaner.de/festivals","Rock for People","https://www.festivalplaner.de/festival/rock-for-people","ABGESAGT","18.06. - 20.06.2020","18.06. - 20.06.2020 noch 8 Tage

                    50302 - Hradec Kralove

                    Airport

                    Tschechien","","","John Wolfhooker","",""
"1591796652-3593","https://www.festivalplaner.de/festivals","Impericon Leipzig","https://www.festivalplaner.de/festival/impericon-leipzig","null","12.09.2020","12.09.2020 noch 94 Tage

                    04356 - Leipzig

                    Leipziger Messe

                    Deutschland","","","Watch Out Stampede!","",""
"1591796809-4292","https://www.festivalplaner.de/festivals","Haldern Pop","https://www.festivalplaner.de/festival/haldern-pop","ABGESAGT","06.08. - 08.08.2020","06.08. - 08.08.2020 noch 57 Tage

                    46459 - Rees-Haldern (Niederrhein)

                    Reitwiese

                    Deutschland","","","Altin Gün","",""
"1591796811-4334","https://www.festivalplaner.de/festivals","Winterthurer Musikfestwochen","https://www.festivalplaner.de/festival/winterthurer-musikfestwochen","ABGESAGT","05.08. - 16.08.2020","05.08. - 16.08.2020 noch 56 Tage

                    8400 - Winterthur

                    Altstadt

                    Schweiz","","","Islandman","",""
"1591796457-2776","https://www.festivalplaner.de/festivals","Hütte Rockt Festival","https://www.festivalplaner.de/festival/huette-rockt-festival","null","12.08. - 14.08.2021","12.08. - 14.08.2021 noch 428 Tage

                    49124 - Georgsmarienhütte

                    Bielefelder Str. 11

                    Deutschland","","","City Kids Feel The Beat","",""
"1591796671-3715","https://www.festivalplaner.de/festivals","Lollapalooza Berlin","https://www.festivalplaner.de/festival/lollapalooza-berlin","ABGESAGT","05.09. - 06.09.2020","05.09. - 06.09.2020 noch 87 Tage

                    14053 - Berlin

                    Olympiastadion & Olympiapark

                    Deutschland","","","Wallows","",""
"1591796859-4496","https://www.festivalplaner.de/festivals","Sound of the Forest","https://www.festivalplaner.de/festival/sound-of-the-forest","null","30.07. - 02.08.2020","30.07. - 02.08.2020 noch 50 Tage

                    64743 - Beerfelden

                    Marbachstausee im Odenwald

                    Deutschland","","","Tristan Brusch","",""
"1591796669-3665","https://www.festivalplaner.de/festivals","Impericon München","https://www.festivalplaner.de/festival/impericon-muenchen","null","06.09.2020","06.09.2020 noch 88 Tage

                    80639 - München

                    Zenith - Die Kulturhalle

                    Deutschland","","","Neaera","",""
"1591796973-4956","https://www.festivalplaner.de/festivals","Full Force","https://www.festivalplaner.de/festival/full-force","ABGESAGT","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Nasty","",""
"1591796801-4237","https://www.festivalplaner.de/festivals","Rock auf der Burg","https://www.festivalplaner.de/festival/rock-auf-der-burg-1","null","08.08.2020","08.08.2020 noch 59 Tage

                    61462 - Königstein im Taunus

                    Burg Königstein

                    Deutschland","Camping","Nein","","null",""
"1591796449-2724","https://www.festivalplaner.de/festivals","Highfield","https://www.festivalplaner.de/festival/highfield","VERLEGT","13.08. - 15.08.2021","13.08. - 15.08.2021 noch 429 Tage

                    04463 - Großpösna

                    Störmthaler See

                    Deutschland","","","Pascow","",""
"1591796847-4457","https://www.festivalplaner.de/festivals","Watt En Schlick","https://www.festivalplaner.de/festival/watt-en-schlick","ABGESAGT","31.07. - 02.08.2020","31.07. - 02.08.2020 noch 51 Tage

                    26316 - Varel

                    Kurhaus Dangast Strand

                    Deutschland","","","Fil Bo Riva","",""
"1591796554-3209","https://www.festivalplaner.de/festivals","Southside","https://www.festivalplaner.de/festival/southside","VERLEGT","18.06. - 20.06.2021","18.06. - 20.06.2021 noch 373 Tage

                    78579 - Neuhausen ob Eck

                    Gewerbepark ""Take Off""

                    Deutschland","","","Dermot Kennedy","",""
"1591796847-4462","https://www.festivalplaner.de/festivals","Watt En Schlick","https://www.festivalplaner.de/festival/watt-en-schlick","ABGESAGT","31.07. - 02.08.2020","31.07. - 02.08.2020 noch 51 Tage

                    26316 - Varel

                    Kurhaus Dangast Strand

                    Deutschland","","","L'Impératrice","",""
"1591796506-3003","https://www.festivalplaner.de/festivals","Sea You Festival","https://www.festivalplaner.de/festival/sea-you-festival","null","17.07. - 18.07.2021","17.07. - 18.07.2021 noch 402 Tage

                    79279 - Freiburg im Breisgau

                    Tunisee Freiburg

                    Deutschland","Tickets","» Tickets kaufen","","» Tickets kaufen","http://www.seayou-festival.de/tickets/index_ger.html"
"1591796973-4975","https://www.festivalplaner.de/festivals","Full Force","https://www.festivalplaner.de/festival/full-force","ABGESAGT","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Unprocessed","",""
"1591796859-4495","https://www.festivalplaner.de/festivals","Sound of the Forest","https://www.festivalplaner.de/festival/sound-of-the-forest","null","30.07. - 02.08.2020","30.07. - 02.08.2020 noch 50 Tage

                    64743 - Beerfelden

                    Marbachstausee im Odenwald

                    Deutschland","","","Sons Of The East","",""
"1591796669-3659","https://www.festivalplaner.de/festivals","Impericon München","https://www.festivalplaner.de/festival/impericon-muenchen","null","06.09.2020","06.09.2020 noch 88 Tage

                    80639 - München

                    Zenith - Die Kulturhalle

                    Deutschland","","","As I Lay Dying","",""
"1591796932-4792","https://www.festivalplaner.de/festivals","Exit Festival","https://www.festivalplaner.de/festival/exit-festival","null","09.07. - 12.07.2020","09.07. - 12.07.2020 noch 29 Tage

                    21000 - Novi Sad

                    Festung Petrovaradin

                    Serbien/Montenegro","","","Lamori","",""
"1591796560-3321","https://www.festivalplaner.de/festivals","Waves Open Air","https://www.festivalplaner.de/festival/waves-open-air","null","12.06.2021","12.06.2021 noch 367 Tage

                    30900 - Hannover (Wedemark)

                    Spaßbad Wedemark

                    Deutschland","","","Vril","",""
"1591796773-4072","https://www.festivalplaner.de/festivals","Reload Festival","https://www.festivalplaner.de/festival/reload-festival","ABGESAGT","13.08. - 15.08.2020","13.08. - 15.08.2020 noch 64 Tage

                    27239 - Sulingen

                    Festivalgelände

                    Deutschland","","","The Black Dahlia Murder","",""
"1591796914-4643","https://www.festivalplaner.de/festivals","Melt! Festival","https://www.festivalplaner.de/festival/melt-festival","ABGESAGT","17.07. - 19.07.2020","17.07. - 19.07.2020 noch 37 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Ellen Allien","",""
"1591796930-4767","https://www.festivalplaner.de/festivals","Wireless","https://www.festivalplaner.de/festival/wireless","ABGESAGT","10.07. - 11.07.2020","10.07. - 11.07.2020 noch 30 Tage

                    60486 - Frankfurt am Main

                    Alter Rebstockpark

                    Deutschland","","","Tierra Whack","",""
"1591796749-4050","https://www.festivalplaner.de/festivals","Straf Werk Festival","https://www.festivalplaner.de/festival/straf-werk-festival","ABGESAGT","15.08.2020","15.08.2020 noch 66 Tage

                    1047 - Amsterdam

                    Havenpark

                    Niederlande","","","Patrick Topping","",""
"1591796847-4468","https://www.festivalplaner.de/festivals","Watt En Schlick","https://www.festivalplaner.de/festival/watt-en-schlick","ABGESAGT","31.07. - 02.08.2020","31.07. - 02.08.2020 noch 51 Tage

                    26316 - Varel

                    Kurhaus Dangast Strand

                    Deutschland","","","Papooz","",""
"1591796694-3873","https://www.festivalplaner.de/festivals","SummerDays Festival Arbon","https://www.festivalplaner.de/festival/summerdays-festival-arbon","ABGESAGT","28.08. - 29.08.2020","28.08. - 29.08.2020 noch 79 Tage

                    9320 - Arbon

                    Quaianlagen Arbon

                    Schweiz","","","Wincent Weiss","",""
"1591796591-3391","https://www.festivalplaner.de/festivals","Dauwpop","https://www.festivalplaner.de/festival/dauwpop","null","29.05.2021","29.05.2021 noch 353 Tage

                    NL-7441 - Hellendoorn

                    Festivalgelände

                    Niederlande","Tickets","» Tickets kaufen","","» Tickets kaufen","http://www.dauwpop.nl/tickets"
"1591796502-2966","https://www.festivalplaner.de/festivals","Juicy Beats","https://www.festivalplaner.de/festival/juicy-beats","null","23.07. - 24.07.2021","23.07. - 24.07.2021 noch 408 Tage

                    44135 - Dortmund

                    Westfalenpark

                    Deutschland","Info-Hotline:","Info-Hotline:  +49 (0) 23 11 77 820

                                                    Webseite

                            info@juicybeats.net","","Webseite","http://www.juicybeats.net/"
"1591796688-3829","https://www.festivalplaner.de/festivals","Immergut Festival","https://www.festivalplaner.de/festival/immergut-festival","null","03.09. - 05.09.2020","03.09. - 05.09.2020 noch 85 Tage

                    17235 - Neustrelitz

                    Festivalgelände

                    Deutschland","","","Jose Gonzalez","",""
"1591796652-3589","https://www.festivalplaner.de/festivals","Impericon Leipzig","https://www.festivalplaner.de/festival/impericon-leipzig","null","12.09.2020","12.09.2020 noch 94 Tage

                    04356 - Leipzig

                    Leipziger Messe

                    Deutschland","","","Our Hollow Our Home","",""
"1591796684-3769","https://www.festivalplaner.de/festivals","Pell-Mell Festival","https://www.festivalplaner.de/festival/pell-mell-festival-1","null","04.09. - 05.09.2020","04.09. - 05.09.2020 noch 86 Tage

                    56414 - Obererbach

                    Festivalgelände, Hauptstraße 1

                    Deutschland","Müllpfand","5 Euro","","null",""
"1591796692-3860","https://www.festivalplaner.de/festivals","Folk Im Park","https://www.festivalplaner.de/festival/folk-im-park-1","null","29.08.2020","29.08.2020 noch 80 Tage

                    59556 - Lippstadt

                    Am Kurpark

                    Deutschland","","","The Scarlet Scallywags","",""
"1591796914-4656","https://www.festivalplaner.de/festivals","Melt! Festival","https://www.festivalplaner.de/festival/melt-festival","ABGESAGT","17.07. - 19.07.2020","17.07. - 19.07.2020 noch 37 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Polo & Pan","",""
"1591796973-4930","https://www.festivalplaner.de/festivals","Full Force","https://www.festivalplaner.de/festival/full-force","ABGESAGT","26.06. - 28.06.2020","26.06. - 28.06.2020 noch 16 Tage

                    06773 - Gräfenhainichen

                    Ferropolis

                    Deutschland","","","Boysetsfire","",""
"1591796868-4540","https://www.festivalplaner.de/festivals","Appletree Garden","https://www.festivalplaner.de/festival/appletree-garden","AUSVERKAUFT","30.07. - 01.08.2020","30.07. - 01.08.2020 noch 50 Tage

                    49356 - Diepholz-Lüdersbusch

                    Bürgerpark-Lüderbusch

                    Deutschland","","","Oehl","",""
"1591796978-4994","https://www.festivalplaner.de/festivals","Fortland","https://www.festivalplaner.de/festival/fortland","ABGESAGT","19.06. - 20.06.2020","19.06. - 20.06.2020 noch 9 Tage

                    74532 - Ilshofen

                    Arena Hohenlohe

                    Deutschland","","","Honey Gee","",""
"1591796449-2730","https://www.festivalplaner.de/festivals","Highfield","https://www.festivalplaner.de/festival/highfield","VERLEGT","13.08. - 15.08.2021","13.08. - 15.08.2021 noch 429 Tage

                    04463 - Großpösna

                    Störmthaler See

                    Deutschland","","","Wanda","",""
"1591796698-3887","https://www.festivalplaner.de/festivals","Waldfrieden Wonderland","https://www.festivalplaner.de/festival/waldfrieden-wonderland","null","27.08. - 30.08.2020","27.08. - 30.08.2020 noch 78 Tage

                    32351 - Wehdem

                    Festivalgelände

                    Deutschland","Camping","ja","","null",""
"1591796667-3640","https://www.festivalplaner.de/festivals","Impericon Zürich","https://www.festivalplaner.de/festival/impericon-zuerich","null","11.09.2020","11.09.2020 noch 93 Tage

                    8005 - Zürich

                    Xtra

                    Schweiz","Kontakt","Webseite","","Webseite","https://www.impericon.com/de/"
"1591797001-5080","https://www.festivalplaner.de/festivals","Limestone Festival","https://www.festivalplaner.de/festival/limestone-festival","ABGESAGT","13.06. - 14.06.2020","13.06. - 14.06.2020 noch 3 Tage

                    85368 - Moosburg

                    Moosburg

                    Deutschland","","","Mahalia","",""
